trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_type,broker_name
304,KORS,7750,188.87,93.39,4/28/2008,10/1/2007,-95.48,Sell,Avamm
305,PTF,3475,863.86,446.2,2/13/2007,4/8/2018,-417.66,Sell,Oozz
306,C^S,8690,575.62,835.48,10/5/2009,10/8/2019,259.86,Buy,Jabbertype
307,RSO^B,65,788.18,344.44,9/25/2007,10/3/2009,-443.74,Buy,Zoozzy
308,QCOM,578,830.33,689.67,2/15/2017,2/24/2005,-140.66,Sell,Kazu
309,TCF,4435,115.78,36.44,11/23/2008,6/12/2003,-79.34,Sell,Yozio
310,EIG,2194,144.62,852.37,2/11/2009,4/28/2008,707.75,Sell,Jabberstorm
311,TIG,5461,282.24,394.5,4/28/2021,11/4/2013,112.26,Buy,Fanoodle
312,CLRB,5754,999.14,810.18,9/9/2013,12/4/2008,-188.96,Buy,Jaloo
313,ALLT,5100,670.66,350.27,8/5/2019,2/7/2005,-320.39,Sell,Brainverse
314,ONS,6101,153.02,962.33,2/22/2017,3/6/2001,809.31,Sell,Eayo
315,PEZ,3075,988.37,10.12,9/30/2010,6/29/2004,-978.25,Buy,Vipe
316,CLMT,4922,285.57,492.12,12/16/2010,1/28/2006,206.55,Buy,Blogtags
317,RRD,1304,186.74,228.7,7/6/2020,10/14/2015,41.96,Buy,Snaptags
318,OMEX,4131,544.54,261.26,3/15/2013,1/26/2018,-283.28,Sell,Oyoba
319,HUBS,9968,861.32,841.42,2/3/2000,12/17/2005,-19.9,Sell,Thoughtstorm
320,STBA,8092,580.78,504.49,11/14/2004,1/28/2013,-76.29,Buy,Meedoo
321,SCL,5525,63.54,35.24,1/20/2018,11/27/2022,-28.3,Buy,Linkbridge
322,GF,8587,4.08,502.06,8/17/2020,2/22/2012,497.98,Sell,InnoZ
323,GDEN,5419,301.63,724.48,8/5/2013,2/20/2006,422.85,Buy,Innojam
324,STAG^C,3620,742.21,337.95,6/30/2006,4/18/2001,-404.26,Buy,Miboo
325,FTAI,8705,385.58,712.34,11/28/2008,10/6/2005,326.76,Sell,Rhybox
326,FEI           ,1661,92.46,895.44,12/8/2013,12/19/2012,802.98,Sell,Geba
327,MIME,4499,964.89,88.59,11/2/2011,10/12/2016,-876.3,Buy,Leenti
328,CUTR,8760,64.44,808.08,9/30/2006,3/11/2000,743.64,Buy,Browsebug
329,BHL,2652,979.19,434.18,12/10/2022,12/12/2001,-545.01,Buy,Blogspan
330,FRAC,4989,578.89,720.33,8/7/2000,3/18/2002,141.44,Sell,Yakitri
331,JSML,6062,587.3,655.03,1/19/2017,2/5/2000,67.73,Buy,Voonte
332,ARGX,3390,848.23,797.12,4/24/2017,5/3/2018,-51.11,Sell,Centimia
333,PPBI,1691,58.52,276.51,5/22/2000,7/20/2012,217.99,Buy,Tazz
334,CZFC,4064,297.95,966.57,9/2/2013,2/20/2017,668.62,Buy,Plambee
335,PCG,2674,840.99,280.19,12/16/2013,5/31/2007,-560.8,Buy,Kimia
336,CELGZ,682,982.36,439.1,8/20/2003,5/15/2009,-543.26,Sell,Eimbee
337,BANC^D,5299,284.58,51.21,7/17/2009,1/16/2015,-233.37,Sell,Fiveclub
338,MYD,8621,31.54,93.01,10/25/2021,9/14/2020,61.47,Buy,Browsecat
339,MUC,2722,231.57,38.15,3/12/2011,3/17/2012,-193.42,Buy,Katz
340,MPLX,4849,795.7,824.51,11/6/2005,4/17/2022,28.81,Buy,Tekfly
341,FMY,8627,203.7,315.98,12/17/2016,9/6/2009,112.28,Sell,Brainlounge
342,AVEO,9857,521.37,964.14,4/2/2001,4/17/2007,442.77,Sell,Jetpulse
343,KIM^K,2196,512.85,678.13,11/5/2002,1/22/2014,165.28,Sell,Twitterbeat
344,SSL,6904,159.53,899.17,12/4/2000,10/23/2001,739.64,Buy,Mynte
345,EBIX,9384,306.05,387.42,10/18/2002,1/31/2020,81.37,Buy,Jayo
346,AIQ,8136,384.36,734.58,1/27/2014,10/9/2018,350.22,Sell,Zoomlounge
347,IBKC,4931,919.01,526.81,5/2/2008,10/16/2021,-392.2,Buy,Kazio
348,OFIX,778,297.27,79.95,7/26/2018,3/19/2018,-217.32,Buy,Photofeed
349,BRKS,6339,959.02,906.72,9/25/2003,9/26/2020,-52.3,Sell,Fliptune
350,CDTI,2143,89.68,888.6,7/8/2019,11/24/2004,798.92,Sell,Dabshots
351,JCI,8110,786.76,734.01,12/30/2008,1/13/2016,-52.75,Sell,Aibox
352,HES,4358,428.86,463.27,8/28/2016,10/26/2009,34.41,Sell,Edgepulse
353,SSW^H,4538,186.71,501.25,5/21/2004,5/24/2015,314.54,Sell,Twitterbeat
354,RBS^L,3408,509.45,476.35,9/17/2002,1/30/2016,-33.1,Buy,Meembee
355,NTEST,1129,39.88,474.83,7/1/2019,5/14/2020,434.95,Buy,Voonyx
356,FNK,9562,443.35,548.87,4/3/2006,2/4/2015,105.52,Buy,Brightbean
357,JTD,6945,382.03,181.88,10/6/2019,8/17/2019,-200.15,Sell,Muxo
358,TAIT,6369,592.06,845.58,12/13/2021,3/9/2010,253.52,Buy,Wikido
359,ECPG,8511,438.09,188.39,12/12/2009,11/16/2011,-249.7,Buy,LiveZ
360,BKCC,2092,595.67,937.55,1/6/2018,10/1/2008,341.88,Buy,Eimbee
361,TGP,4618,84.25,512.69,1/27/2003,11/19/2016,428.44,Sell,Jaxspan
362,FEO,8434,61.78,114.22,10/18/2022,9/29/2018,52.44,Sell,Roomm
363,ASGN,5186,106.21,179.39,12/1/2009,8/11/2020,73.18,Sell,JumpXS
364,POLA,2046,169.65,106.04,4/17/2007,9/9/2009,-63.61,Buy,Kwideo
365,BGE^B,2822,812.33,29.73,5/4/2013,1/6/2008,-782.6,Buy,Roomm
366,SSP,6272,522.19,36.12,5/6/2013,1/25/2003,-486.07,Buy,Oozz
367,FCN,7480,250.13,746.36,2/13/2007,9/4/2022,496.23,Sell,Thoughtstorm
368,PAVM,1916,170.49,939.53,10/20/2010,10/22/2019,769.04,Sell,Linkbridge
369,SEED,4918,815.89,149.41,7/10/2020,7/19/2016,-666.48,Sell,Zooveo
370,GOOS,135,158.32,909.25,2/17/2011,2/13/2009,750.93,Sell,Roomm
371,PDEX,9274,608.18,125.37,2/25/2012,3/12/2005,-482.81,Sell,Feedbug
372,STLD,1185,157.43,81.98,10/11/2019,7/27/2009,-75.45,Buy,Meezzy
373,WRB^D,5034,516.76,151.52,4/9/2011,3/17/2016,-365.24,Sell,Tagopia
374,FF,972,95.52,706.05,7/26/2012,12/13/2003,610.53,Buy,Latz
375,HZO,6187,922.58,790.41,1/20/2017,3/17/2008,-132.17,Buy,Skibox
376,SHLX,3623,508.09,967.35,12/22/2012,1/8/2013,459.26,Sell,Yakijo
377,ARI,305,102.87,938.73,5/6/2015,3/12/2010,835.86,Sell,Voolith
378,EMES,541,809.09,29.45,12/17/2002,4/28/2003,-779.64,Sell,Zoonoodle
379,CSQ,9085,414.4,743.49,12/2/2003,11/24/2017,329.09,Sell,Zooveo
380,PKY,7239,226.76,563.01,3/18/2008,4/29/2022,336.25,Buy,Mudo
381,CTRL,6958,944.44,289.95,12/29/2018,11/30/2015,-654.49,Sell,Skimia
382,AREX,7575,174.08,317.54,6/29/2003,2/17/2012,143.46,Buy,Brightbean
383,FRA,7404,423.83,481.25,2/19/2006,8/17/2001,57.42,Sell,Trudeo
384,WFC^Q,6686,366.9,726.56,9/1/2010,12/7/2001,359.66,Sell,Wordpedia
385,GASS,3742,833.68,108.51,9/16/2000,8/31/2010,-725.17,Buy,Oyope
386,FNLC,8856,247.83,112.64,3/3/2014,6/30/2004,-135.19,Buy,Lazzy
387,WG,4204,952.39,109.33,1/22/2000,2/21/2007,-843.06,Buy,Muxo
388,M,5907,910.24,975.85,7/15/2007,10/28/2003,65.61,Buy,Kayveo
389,NEOG,3098,953.69,975.18,6/12/2014,6/4/2017,21.49,Sell,Eimbee
390,KTN,9575,629.96,55.36,5/31/2003,5/17/2017,-574.6,Sell,Devpulse
391,TU,9478,304.08,117.21,9/3/2020,2/29/2004,-186.87,Buy,Thoughtmix
392,BCR,9353,311.04,13.2,9/27/2011,5/14/2017,-297.84,Sell,Zoovu
393,AVXL,4741,542.39,733.99,9/6/2019,5/6/2011,191.6,Buy,Jabbercube
394,RPT,7720,807.69,213.66,3/9/2001,5/2/2019,-594.03,Sell,Chatterbridge
395,PNC^Q,4660,643.53,516.69,3/4/2019,8/16/2006,-126.84,Sell,Browsecat
396,AFSI^F,2186,388.64,856.6,5/16/2003,7/31/2008,467.96,Buy,Innotype
397,ANF,2369,188.27,68.76,1/20/2008,8/8/2003,-119.51,Sell,Eadel
398,NFJ,6305,553.55,622.45,12/8/2015,3/28/2000,68.9,Sell,Photospace
399,VWOB,9686,177.72,393.73,1/22/2013,5/17/2009,216.01,Sell,Brainsphere
400,B,6102,626.99,66.47,4/5/2003,1/27/2022,-560.52,Sell,Zooxo
401,ILMN,6107,436.24,140.03,6/29/2020,9/14/2007,-296.21,Sell,Linklinks
402,JELD,8680,722.62,472.48,4/7/2000,7/19/2022,-250.14,Buy,Kanoodle
403,TTEK,7601,551.6,472.25,6/21/2016,5/25/2014,-79.35,Buy,Twitterlist
404,AUPH,403,776.79,996.07,11/8/2012,6/12/2000,219.28,Buy,Vitz
405,GLW,9209,787.92,593.32,3/29/2011,12/24/2018,-194.6,Buy,Flipopia
406,NMT,1830,223.8,939.33,10/21/2014,12/26/2005,715.53,Sell,Twimm
407,PLYA,6525,327.56,391.35,6/24/2006,1/5/2012,63.79,Buy,Topicblab
408,PCYO,3341,173.78,234.15,3/4/2007,2/10/2004,60.37,Sell,Shufflester
409,PMD,8510,822.77,11.28,1/29/2014,7/6/2001,-811.49,Sell,Voolith
410,RELL,680,817.3,204.28,11/15/2008,5/11/2016,-613.02,Buy,Tambee
411,TLT,9680,116.95,373.31,1/17/2017,11/25/2013,256.36,Buy,Gabvine
412,SCKT,1563,342.76,394.46,1/12/2019,5/4/2000,51.7,Sell,Katz
413,ADXS,2771,461.38,762.32,5/9/2014,2/25/2005,300.94,Buy,Kwilith
414,HCAPL,4028,636.95,404.19,10/14/2012,3/11/2006,-232.76,Sell,Linktype
415,DGLT,3586,721.23,944.82,7/29/2006,3/28/2014,223.59,Sell,Dabfeed
416,PTIE,485,986.2,998.39,3/27/2006,9/7/2011,12.19,Buy,Browsecat
417,NGHCO,2634,529.58,916.56,10/17/2003,6/19/2020,386.98,Buy,Quatz
418,DYN^A,9001,892.86,564.14,8/28/2018,10/27/2014,-328.72,Buy,Feedfish
419,NEWT,5787,53.01,380.23,7/6/2001,1/20/2019,327.22,Sell,Feedbug
420,ABIL,159,495.23,937.46,10/3/2012,10/17/2001,442.23,Buy,Youfeed
421,WHLRP,3741,781.2,139.3,2/3/2002,8/15/2008,-641.9,Buy,Skipstorm
422,NEOS,7672,681.37,217.71,8/19/2001,5/17/2008,-463.66,Sell,Quamba
423,AFI,2927,159.64,950.31,11/24/2022,12/20/2010,790.67,Sell,Topiczoom
424,PRE^H,5961,613.55,613.79,9/11/2016,1/31/2005,0.24,Sell,Yakijo
425,AEK,4613,991.98,342.04,6/7/2004,2/9/2004,-649.94,Sell,Oyoyo
426,MITL,4418,419.33,271.34,3/5/2009,3/24/2004,-147.99,Sell,Zoombeat
427,LNGR,3384,483.77,608.91,1/24/2008,6/10/2012,125.14,Buy,Skinix
428,FL,5404,564.6,432.69,12/28/2007,8/23/2018,-131.91,Sell,Gabvine
429,PLOW,6932,779.41,823.24,6/23/2022,9/18/2000,43.83,Sell,Devshare
430,ASR,5825,981.54,187.91,7/18/2002,7/8/2016,-793.63,Buy,Kanoodle
431,FKO,1230,488.26,957.09,11/23/2022,1/7/2000,468.83,Sell,Eare
432,MCR,9645,282.07,366.14,3/11/2019,12/27/2012,84.07,Sell,Jaloo
433,UNVR,8464,448.19,417.12,8/28/2009,10/1/2001,-31.07,Buy,Oyope
434,MUE,5092,775.96,161.92,5/31/2004,12/31/2006,-614.04,Sell,Mudo
435,WSTL,3233,524.23,564.11,6/27/2017,7/6/2007,39.88,Sell,Yakitri
436,PCK,5837,932.33,56.99,1/19/2006,5/8/2004,-875.34,Buy,Voolith
437,FOE,7496,177.38,97.44,4/5/2011,9/23/2016,-79.94,Buy,Edgeclub
438,HPT,575,55.4,539.59,11/3/2021,1/10/2020,484.19,Sell,Vinder
439,HUNTW,9609,887.91,361.48,12/30/2012,2/11/2004,-526.43,Buy,Mymm
440,TXRH,4207,537.78,585.24,1/30/2002,2/23/2016,47.46,Buy,Photojam
441,BJRI,788,91.9,279.19,11/19/2000,1/1/2020,187.29,Sell,Youbridge
442,REPH,306,80.13,283.67,1/13/2002,6/7/2021,203.54,Buy,Topicware
443,JSMD,9893,814.89,350.76,7/9/2020,8/22/2020,-464.13,Buy,Lazzy
444,TCCB,8684,329.91,823.59,6/21/2004,8/3/2014,493.68,Buy,Skibox
445,RSO,7320,373.53,145.04,7/1/2007,12/20/2010,-228.49,Buy,Kamba
446,JPM.WS,1358,497.11,608.09,3/8/2015,7/23/2009,110.98,Sell,DabZ
447,OSBCP,7344,496.01,532.49,10/12/2014,5/20/2009,36.48,Buy,Demizz
448,BSQR,8910,669.99,954.99,6/2/2010,1/21/2005,285.0,Buy,Photofeed
449,ENTG,7799,391.53,170.62,7/5/2006,3/1/2001,-220.91,Buy,Ailane
450,FDC,5802,788.11,373.88,12/6/2018,6/28/2020,-414.23,Sell,Jetwire
451,BBD,1402,183.22,532.43,2/11/2009,6/8/2008,349.21,Buy,Zoomlounge
452,WWW,7026,867.69,320.99,9/9/2018,5/30/2000,-546.7,Buy,Brightdog
453,PBIP,6778,642.31,484.7,1/19/2005,3/14/2013,-157.61,Sell,Voonix
454,RCII,4510,586.6,922.57,5/3/2000,2/28/2014,335.97,Buy,BlogXS
455,SUPN,4759,711.57,756.41,12/26/2016,10/10/2016,44.84,Buy,Tambee
456,TNP^B,5402,253.16,840.05,10/25/2016,3/21/2001,586.89,Sell,Youbridge
457,CHDN,8051,346.54,267.33,6/25/2001,4/19/2009,-79.21,Buy,Brainsphere
458,OMAA,9194,255.96,861.78,10/13/2007,4/9/2015,605.82,Sell,Voolia
459,ITRN,6112,78.43,920.49,11/6/2021,2/8/2001,842.06,Sell,Gabtune
460,GWRS,9508,820.46,528.41,7/3/2014,9/8/2002,-292.05,Sell,Yacero
461,COR^A,1506,153.69,72.21,7/19/2006,5/10/2000,-81.48,Sell,Browsedrive
462,RUN,6848,174.65,710.84,4/12/2007,2/3/2012,536.19,Sell,Quatz
463,FINX,5583,960.45,215.36,6/8/2022,5/22/2017,-745.09,Sell,Kwideo
464,SIR,930,352.45,367.37,10/30/2001,9/14/2001,14.92,Buy,Jabberstorm
465,KEYS,9773,117.17,110.14,6/16/2015,11/2/2012,-7.03,Buy,Wikivu
466,ATHM,9216,119.23,417.01,10/29/2001,11/25/2018,297.78,Sell,Skimia
467,JW.A,4664,38.1,370.47,4/15/2002,7/20/2016,332.37,Buy,Livetube
468,ANSS,5896,860.77,405.76,12/3/2009,7/10/2002,-455.01,Sell,Mydeo
469,SMG,6242,46.88,365.81,4/6/2007,5/27/2017,318.93,Buy,Talane
470,WRI,9894,277.45,443.14,1/27/2016,1/18/2001,165.69,Buy,Trilia
471,CRNT,9181,619.58,439.33,8/11/2001,10/26/2007,-180.25,Buy,Realbuzz
472,PL^C,2957,763.41,6.59,8/27/2009,2/9/2006,-756.82,Buy,Mydeo
473,INN,4647,510.42,81.89,2/15/2013,7/19/2001,-428.53,Sell,Wordify
474,CFMS,3249,383.29,543.26,4/16/2018,2/6/2005,159.97,Sell,Tazz
475,CIB,3965,530.86,582.26,8/29/2017,3/21/2004,51.4,Sell,Trudoo
476,NSS,1401,410.96,864.7,9/20/2002,4/28/2004,453.74,Sell,Ailane
477,ERA,717,86.81,275.44,3/17/2013,9/18/2000,188.63,Buy,Wordware
478,CCUR,3299,168.58,262.62,7/22/2002,1/11/2007,94.04,Sell,Yodoo
479,SPLS,9147,843.18,930.05,3/25/2001,5/17/2014,86.87,Sell,Trudeo
480,RVLT,1096,264.96,45.49,3/11/2000,9/4/2005,-219.47,Sell,Ozu
481,BPI,7677,293.22,741.63,10/16/2003,11/25/2017,448.41,Buy,Yotz
482,MLNX,7704,300.97,485.69,10/29/2003,6/17/2000,184.72,Buy,Realblab
483,QUMU,6252,100.13,626.99,10/19/2003,2/12/2007,526.86,Sell,Lazzy
484,JKHY,5205,481.32,0.37,1/4/2004,1/29/2014,-480.95,Sell,Oloo
485,FFNW,6172,269.01,3.29,11/20/2004,9/26/2002,-265.72,Buy,Brightbean
486,ERIC,4119,38.92,460.02,3/14/2019,1/7/2017,421.1,Sell,Feednation
487,MYE,7865,30.6,88.38,9/24/2018,2/10/2002,57.78,Sell,Teklist
488,CTBI,484,753.01,120.12,1/26/2004,1/27/2017,-632.89,Buy,Avavee
489,WCFB,3898,895.85,744.14,5/3/2016,6/7/2013,-151.71,Sell,Latz
490,CYBE,1210,263.56,23.06,11/24/2021,2/8/2018,-240.5,Sell,Rooxo
491,PXD,7496,353.35,251.54,5/9/2002,2/7/2014,-101.81,Sell,Leenti
492,BIIB,7456,55.27,415.19,7/23/2016,11/26/2019,359.92,Sell,Realmix
493,BML^L,4938,712.32,579.72,12/16/2012,2/11/2016,-132.6,Sell,Meejo
494,APA,2701,658.8,644.52,3/7/2013,9/8/2022,-14.28,Buy,Buzzster
495,CSGS,3726,23.3,400.49,2/18/2015,10/28/2004,377.19,Sell,Skiba
496,PER,591,732.9,797.82,10/21/2018,6/8/2000,64.92,Sell,Livefish
497,AWK,5267,80.49,357.48,5/27/2001,1/25/2017,276.99,Buy,Omba
498,STAR^G,4593,640.06,754.47,1/3/2001,8/16/2002,114.41,Buy,Quamba
499,CVX,8768,749.98,390.61,4/13/2005,2/10/2021,-359.37,Sell,Zoombox
500,AYX,1741,771.71,873.14,5/26/2000,2/7/2011,101.43,Buy,Roomm
501,GLA,8316,483.24,669.79,1/20/2007,3/24/2007,186.55,Buy,Dynabox
502,PDT,7205,521.47,157.47,9/3/2019,4/28/2019,-364.0,Sell,Linkbuzz
503,BUI,7419,15.04,37.75,8/1/2013,3/30/2000,22.71,Sell,Babbleopia
504,KN,1241,548.28,839.24,6/23/2015,10/26/2009,290.96,Sell,Quinu
505,BQH,3870,23.19,42.08,1/13/2014,12/9/2000,18.89,Buy,Mudo
506,CLIR,6991,489.02,243.41,10/1/2013,7/6/2019,-245.61,Buy,Devpulse
507,RKDA,9452,633.14,674.05,3/19/2011,9/21/2002,40.91,Buy,Trilith
508,CC,6919,159.67,836.83,3/9/2010,8/8/2001,677.16,Buy,Demizz
509,HURN,5141,395.82,466.76,8/2/2010,5/11/2019,70.94,Sell,Aimbo
510,DNBF,6001,33.99,225.29,9/28/2009,1/29/2001,191.3,Sell,Livetube
511,FRBK,2940,396.25,483.02,5/30/2020,10/14/2007,86.77,Sell,Youbridge
512,BML^I,9682,787.72,540.08,8/8/2000,9/9/2007,-247.64,Buy,Oba
513,RMD,8211,588.5,683.18,7/5/2013,8/24/2022,94.68,Sell,Wikido
514,AVGO,3098,488.2,13.16,12/28/2018,5/27/2018,-475.04,Sell,Wikizz
515,HCM,5807,264.35,982.15,1/16/2010,12/20/2000,717.8,Buy,Jabbersphere
516,EXFO,7893,515.99,260.67,12/30/2015,5/11/2010,-255.32,Buy,Npath
517,NVR,6338,869.51,402.24,11/6/2003,4/6/2012,-467.27,Buy,Browseblab
518,XIN,9385,795.95,864.48,5/8/2013,10/29/2015,68.53,Sell,Dazzlesphere
519,SNN,4194,164.73,588.47,7/6/2013,12/11/2014,423.74,Sell,Layo
520,SMBC,1330,487.44,123.67,7/25/2022,8/18/2010,-363.77,Sell,Brightbean
521,RBA,8588,840.54,775.1,8/31/2015,7/8/2011,-65.44,Sell,Trunyx
522,IHD,8029,367.77,81.12,1/29/2006,1/10/2019,-286.65,Sell,Roomm
523,PODD,2444,424.39,840.45,2/27/2016,11/13/2011,416.06,Buy,Realcube
524,PSL,7835,500.34,880.64,3/20/2015,10/11/2018,380.3,Sell,Realfire
525,HES,7601,939.8,733.39,8/24/2013,2/23/2010,-206.41,Sell,Zava
526,HXL,7485,367.28,958.92,3/4/2007,8/14/2001,591.64,Sell,Linklinks
527,EBSB,7536,940.96,477.95,10/20/2004,1/10/2016,-463.01,Buy,Realblab
528,FTSM,8862,318.42,436.32,10/6/2005,5/18/2013,117.9,Sell,Skivee
529,EMP,2427,737.53,364.1,9/18/2019,3/29/2016,-373.43,Buy,Quatz
530,NK,2901,963.45,924.53,7/20/2008,4/1/2008,-38.92,Sell,Trupe
531,RFP,8664,512.16,577.14,11/12/2013,8/21/2006,64.98,Sell,Meevee
532,AZZ,7761,268.75,337.03,2/11/2015,12/22/2005,68.28,Sell,Demizz
533,MNE,4488,146.25,672.82,9/23/2010,5/7/2010,526.57,Buy,Riffpedia
534,MLAB,3936,295.44,539.03,7/5/2012,4/4/2009,243.59,Sell,Yambee
535,CLNT,4182,114.46,181.51,12/6/2011,10/30/2020,67.05,Buy,Riffpath
536,HFC,5283,57.74,119.5,11/4/2007,2/23/2016,61.76,Sell,Zazio
537,CPG,8675,691.0,271.07,10/7/2004,1/18/2013,-419.93,Buy,Digitube
538,DVN,8183,757.88,941.22,5/27/2022,4/9/2008,183.34,Buy,Browseblab
539,AHL,3087,538.75,938.74,12/23/2012,10/15/2022,399.99,Buy,Yoveo
540,AJXA,9768,871.32,796.33,1/22/2014,4/20/2010,-74.99,Buy,Babbleblab
541,INWK,260,610.08,968.05,9/25/2017,9/7/2019,357.97,Sell,Meetz
542,DGX,8498,28.71,149.28,10/8/2015,6/13/2016,120.57,Buy,Dabvine
543,ALKS,7437,856.1,815.13,5/22/2004,3/26/2002,-40.97,Buy,Ntags
544,SLB,3049,125.04,580.9,2/3/2010,2/14/2008,455.86,Sell,Oyoyo
545,CF,8386,593.98,596.87,7/1/2004,8/4/2002,2.89,Buy,Brightbean
546,SMFG,1776,108.26,60.65,9/11/2005,1/8/2006,-47.61,Sell,Chatterpoint
547,RGCO,9362,122.04,569.8,12/27/2013,6/7/2001,447.76,Buy,Camimbo
548,BF.A,7924,258.55,18.42,7/18/2014,3/18/2019,-240.13,Sell,Shuffledrive
549,CRAI,7276,736.26,266.23,1/15/2015,3/31/2014,-470.03,Buy,Photolist
550,DDS,5100,754.47,479.24,6/28/2003,5/13/2006,-275.23,Buy,Buzzster
551,CFBK,1479,659.7,988.77,5/1/2015,8/16/2003,329.07,Buy,Pixonyx
552,CFR,1009,700.77,194.58,11/26/2004,10/20/2022,-506.19,Sell,Feedfire
553,FFNW,8059,452.44,756.46,11/15/2018,9/21/2018,304.02,Buy,Topdrive
554,EVLV,1434,157.1,347.62,7/21/2014,4/25/2010,190.52,Buy,Wikivu
555,POT,2426,597.11,114.29,2/26/2000,6/5/2008,-482.82,Sell,Meeveo
556,SYMC,6154,887.07,341.28,12/19/2004,5/22/2014,-545.79,Buy,Lazzy
557,ARGS,4086,952.88,863.74,4/30/2018,7/30/2010,-89.14,Sell,Kwilith
558,AVHI,239,392.51,988.63,1/29/2003,6/23/2021,596.12,Buy,Wordpedia
559,PAGP,961,229.59,604.79,4/20/2017,4/26/2017,375.2,Buy,Vidoo
560,RFIL,1602,81.49,704.37,8/8/2005,4/22/2000,622.88,Sell,Quatz
561,QVCA,8230,555.9,41.25,5/27/2020,4/1/2021,-514.65,Sell,Twitterbridge
562,MFV,8438,485.29,177.4,9/3/2007,11/11/2003,-307.89,Sell,Eimbee
563,TEP,1011,779.71,578.22,3/1/2008,6/15/2016,-201.49,Buy,Skidoo
564,KRNY,7290,962.08,299.77,10/23/2000,6/15/2000,-662.31,Sell,Wikibox
565,ASR,3060,154.31,247.11,11/27/2010,4/14/2015,92.8,Buy,Bluezoom
566,KSU,6058,284.28,267.99,1/26/2005,7/20/2015,-16.29,Buy,Oyoyo
567,OMCL,2608,662.93,437.94,8/6/2020,7/3/2022,-224.99,Sell,Abata
568,SGRP,2539,8.81,138.23,12/25/2020,2/25/2014,129.42,Sell,Dynabox
569,ESTE,2618,531.55,259.59,10/29/2003,5/3/2014,-271.96,Buy,Yodo
570,RAS^A,7611,445.33,400.77,7/5/2019,2/15/2004,-44.56,Buy,Janyx
571,BEL,6577,753.22,885.86,8/30/2001,6/13/2021,132.64,Sell,Thoughtstorm
572,MNE,6749,742.91,377.74,9/23/2022,12/25/2011,-365.17,Buy,Youtags
573,SXE,2458,202.0,521.45,7/10/2008,2/21/2019,319.45,Buy,Meeveo
574,CAPL,6985,162.97,707.54,7/2/2013,12/23/2005,544.57,Buy,Babbleopia
575,BCOM,3690,501.88,271.31,11/21/2021,10/23/2016,-230.57,Buy,Camido
576,DLHC,6992,37.86,706.99,10/14/2008,6/16/2020,669.13,Buy,Youbridge
577,NVS,9557,729.39,616.44,10/29/2017,12/8/2014,-112.95,Sell,Fivechat
578,ASCMA,1848,401.54,148.93,4/12/2008,2/4/2005,-252.61,Buy,Zazio
579,AMNB,3107,462.41,863.63,5/4/2014,11/8/2006,401.22,Buy,Skipstorm
580,TCX,4808,448.28,726.19,5/19/2017,4/2/2008,277.91,Sell,Ailane
581,LPI,8733,211.3,467.19,10/18/2007,12/26/2022,255.89,Buy,Edgeify
582,TCPC,1820,9.22,614.45,7/18/2012,5/5/2019,605.23,Sell,Skimia
583,SPAN,9773,719.85,683.11,11/30/2013,8/12/2005,-36.74,Buy,Demizz
584,MTRX,9402,39.72,208.24,10/4/2019,10/24/2011,168.52,Sell,Gabtune
585,FITS,7751,551.07,955.98,6/7/2008,8/25/2002,404.91,Sell,Riffwire
586,TVE,7981,466.4,64.66,12/27/2017,7/22/2009,-401.74,Buy,Jayo
587,NNBR,4248,676.91,129.86,2/16/2014,6/9/2017,-547.05,Buy,Muxo
588,GILT,9880,324.12,40.93,12/26/2007,10/12/2016,-283.19,Buy,Quinu
589,OA,8401,288.38,692.37,1/3/2002,11/13/2019,403.99,Buy,Fadeo
590,RIBT,1912,908.88,55.14,10/27/2021,9/30/2006,-853.74,Sell,Oyoba
591,CYBE,8119,171.45,540.07,11/5/2005,3/16/2019,368.62,Sell,Geba
592,GECC,9542,520.83,778.0,7/25/2019,10/14/2017,257.17,Sell,Gabvine
593,HMLP,3834,157.82,548.38,2/14/2003,10/15/2018,390.56,Sell,Topicstorm
594,DYN.WS.A,2867,362.13,45.54,5/8/2014,2/9/2004,-316.59,Sell,Twimm
595,LLEX,8954,880.84,571.88,5/8/2022,6/3/2015,-308.96,Sell,Innojam
596,DCOM,5563,29.43,582.06,6/18/2010,9/13/2014,552.63,Sell,Flashset
597,HTBI,1324,165.46,118.58,1/5/2004,9/19/2006,-46.88,Sell,Tanoodle
598,CFCOW,1231,553.39,570.99,6/5/2013,6/28/2004,17.6,Buy,Browseblab
599,CARS,805,627.33,375.48,11/3/2010,8/27/2015,-251.85,Buy,Skyndu
600,TUES,8718,373.88,814.22,5/21/2016,9/5/2010,440.34,Buy,Talane
601,RSO,827,158.65,907.46,6/5/2014,10/16/2002,748.81,Sell,Wordware
602,MSM,105,562.58,957.4,2/26/2016,8/6/2009,394.82,Sell,Aimbu
603,GTT,5833,892.37,354.5,8/22/2002,3/25/2016,-537.87,Buy,Mydeo
604,GRPN,4160,336.62,375.86,1/30/2006,9/15/2020,39.24,Sell,Gigabox
605,MYJ,5870,693.17,437.83,3/3/2004,6/1/2005,-255.34,Sell,Zoomcast
606,NUW,5599,282.97,997.11,9/20/2011,11/7/2019,714.14,Buy,Agimba
607,SQM,3235,774.39,355.65,9/12/2005,1/12/2011,-418.74,Sell,Eayo
608,GOV,5462,690.01,465.53,3/24/2012,12/15/2012,-224.48,Sell,Oyoyo
